Rank,CustomerID,Churn_Probability,MonthlyCharges,CLV,Expected_Loss,Expected_Value_of_Action
2167,5886-VLQVU,0.23577464425168532,89.85,2156.3999999999996,508.42444286433414,102.52733285930023
2168,3034-ZBEQN,0.6104935447421951,34.7,832.8000000000001,508.4190240613001,102.52570721839001
2169,4628-WQCQQ,0.24856053496676916,85.15,2043.6000000000001,507.9583092580895,102.38749277742684
2170,6543-CPZMK,0.7063931750152109,29.95,718.8,507.75541420093356,102.32662426028006
2171,6168-YBYNP,0.1898927235460232,111.35,2672.3999999999996,507.4693144043924,102.24079432131771
2172,4465-VDKIQ,0.27146773392991885,77.8,1867.1999999999998,506.8845527939444,102.06536583818331
2173,8229-TNIQA,0.4660979528105303,45.3,1087.1999999999998,506.74169429560845,102.02250828868253
2174,4546-FOKWR,0.2819462564351314,74.75,1794.0,505.8115840446257,101.74347521338771
2175,8490-BXHEO,0.2615631105764732,80.55,1933.1999999999998,505.65380536643795,101.69614160993137
2176,8631-WUXGY,0.21102494251529524,99.8,2395.2,505.44694231263514,101.63408269379053
2177,5143-EGQFK,0.7099409935146421,29.65,711.5999999999999,505.19401098501925,101.55820329550576
2178,2070-FNEXE,0.27530832567793706,76.45,1834.8000000000002,505.13571595387896,101.54071478616368
2179,3597-MVHJT,0.2198095431366097,95.6,2294.3999999999996,504.3310157726372,101.29930473179115
2180,8189-XRIKE,0.2308248964717917,90.95,2182.8,503.84458401862696,101.15337520558808
2181,3237-AJGEH,0.6771545936580683,31.0,744.0,503.8030176816028,101.14090530448084
2182,5118-MUEYH,0.19952243920770227,105.1,2522.3999999999996,503.2754006575081,100.98262019725243
2183,7379-FNIUJ,0.2088645051410028,100.2,2404.8,502.2773619630836,100.68320858892508
2184,0082-OQIQY,0.22200357620400615,94.2,2260.8,501.90568508201716,100.57170552460514
2185,8216-AZUUZ,0.2082082563460105,100.4,2409.6000000000004,501.698614491347,100.50958434740409
2186,6815-ABQFQ,0.19484503440743514,107.25,2574.0,501.53111856473805,100.4593355694214
2187,1448-CYWKC,0.19847768008119426,105.2,2524.8,501.1164466689993,100.33493400069977
2188,6689-VRRTK,0.19004018364060765,109.8,2635.2,500.7938919297292,100.23816757891876
2189,6103-BOCOU,0.2583771400587843,80.7,1936.8000000000002,500.4248448658535,100.12745345975605
2190,5846-QFDFI,0.23524089432908674,88.6,2126.3999999999996,500.21623770136995,100.06487131041098
2191,4480-QQRHC,0.2813834445734652,74.05,1777.1999999999998,500.0746576959623,100.02239730878867
2192,4716-HHKQH,0.19453843829372872,107.05,2569.2,499.8081556642478,99.94244669927434
2193,1077-HUUJM,0.293008825237708,71.05,1705.1999999999998,499.63864879533963,99.89159463860187
2194,5399-ZIMKF,0.2782962603196012,74.65,1791.6000000000001,498.59557998859754,99.57867399657925
2195,0848-ZGQIJ,0.21933244455287962,94.65,2271.6000000000004,498.23558104632144,99.47067431389644
2196,3208-YPIOE,0.2758137567210288,75.25,1806.0,498.11964463817804,99.43589339145342
2197,8705-DWKTI,0.24759784734503065,83.8,2011.1999999999998,497.9687905803256,99.39063717409769
2198,0023-HGHWL,0.826317680157184,25.1,602.4000000000001,497.7737705266877,99.33213115800632
2199,1641-RQDAY,0.20640924037413338,100.4,2409.6000000000004,497.3637056055119,99.20911168165355
2200,9822-WMWVG,0.19457430784017937,106.5,2556.0,497.33193083949845,99.19957925184954
2201,3524-WQDSG,0.20844284298436935,99.3,2383.2,496.760983400349,99.02829502010471
2202,7044-YAACC,0.2946917998419608,70.2,1684.8000000000002,496.4967443737356,98.94902331212069
2203,2187-PKZAY,0.2583809635399033,79.95,1918.8000000000002,495.7813928403665,98.73441785210994
2204,8873-GLDMH,0.27897554699991983,73.85,1772.3999999999999,494.4562595026579,98.33687785079735
2205,5222-IMUKT,0.22611165119209856,91.05,2185.2,494.0991801849737,98.2297540554921
2206,2800-VEQXM,0.27532328530537387,74.75,1794.0,493.9299738378407,98.17899215135219
2207,5226-NOZFC,0.2398377687345899,85.75,2058.0,493.586128055786,98.07583841673579
2208,2070-XYMFH,0.25908614479735914,79.35,1904.3999999999999,493.4036541520907,98.0210962456272
2209,2823-LKABH,0.21626287944657901,95.05,2281.2,493.33888059353603,98.00166417806079
2210,8961-QDZZJ,0.21635379606114702,95.0,2280.0,493.2866550194152,97.98599650582455
2211,1432-FPAXX,0.6712220976894784,30.6,734.4000000000001,492.945508543153,97.88365256294588
2212,9912-OMZDS,0.19342915497930388,106.15,2547.6000000000004,492.78011522527464,97.83403456758239
2213,9522-BNTHX,0.36491348849352506,56.25,1350.0,492.63320946625885,97.78996283987766
2214,0479-HMSWA,0.19441258971688496,105.45,2530.8,492.0193820554925,97.60581461664773
2215,5153-LXKDT,0.1859881975988093,110.2,2644.8,491.90158500933086,97.57047550279924
2216,7401-RUBNK,0.27393285174966847,74.8,1795.1999999999998,491.7642554610048,97.52927663830144
2217,8450-JOVAH,0.3610718450978531,56.7,1360.8000000000002,491.34656680915856,97.40397004274757
2218,3914-FDRHP,0.23730274639813292,86.25,2070.0,491.21668504413515,97.36500551324053
2219,8224-DWCKX,0.2790649350942955,73.3,1759.1999999999998,490.93103381788455,97.27931014536537
2220,0177-PXBAT,0.18601776029704425,109.9,2637.6000000000004,490.64044455948397,97.19213336784517
2221,0032-PGELS,0.6694157277110688,30.5,732.0,490.0123126845024,97.00369380535071
2222,6741-EGCBI,0.2251676196950984,90.5,2172.0,489.0640699777537,96.7192209933261
2223,0620-DLSLK,0.24880604084371472,81.9,1965.6000000000001,489.0531538824057,96.71594616472171
2224,9529-OFXHY,0.2321080244814901,87.75,2106.0,488.81949955801815,96.64584986740545
2225,5016-ETTFF,0.6903738520956928,29.5,708.0,488.7846872837505,96.63540618512513
2226,1580-BMCMR,0.2332100564814387,87.3,2095.2,488.6217103399103,96.58651310197308
2227,7714-YXSMB,0.2024720945151403,100.5,2412.0,488.3626919705184,96.50880759115552
2228,3191-CSNMG,0.2521218215103539,80.7,1936.8000000000002,488.30954390125345,96.49286317037604
2229,4553-DVPZG,0.20040634568433352,101.35,2432.3999999999996,487.4683952425728,96.24051857277183
2230,5019-GQVCR,0.23900277691856936,84.85,2036.3999999999999,486.70525491697464,96.0115764750924
2231,3002-WQZWT,0.27319666022568895,74.2,1780.8000000000002,486.50861252990694,95.95258375897208
2232,2674-MLXMN,0.20330540735882408,99.65,2391.6000000000004,486.2252122393637,95.86756367180911
2233,7551-DACSP,0.36623834663773536,55.3,1327.1999999999998,486.0715336576023,95.82146009728069
2234,1768-ZAIFU,0.8034214779434163,25.2,604.8,485.90930986017815,95.77279295805343
2235,0265-PSUAE,0.2009420358419526,100.7,2416.8,485.6367122228311,95.69101366684933
2236,5339-PXDVH,0.2230218354755804,90.65,2175.6000000000004,485.2063052606728,95.56189157820185
2237,0746-JTRFU,0.8052747227635555,25.05,601.2,484.1311633254496,95.23934899763489
2238,9773-PEQBZ,0.2525590839721755,79.85,1916.3999999999999,484.00422852427715,95.20126855728313
2239,4583-PARNH,0.22001948757315676,91.55,2197.2,483.42681809574,95.02804542872198
2240,3420-ZDBMA,0.2818510011064938,71.45,1714.8000000000002,483.3180966974156,94.9954290092247
2241,2957-JIRMN,0.23837740787367342,84.45,2026.8000000000002,483.14333027836136,94.9429990835084
2242,8519-QJGJD,0.26696669492311326,75.35,1808.3999999999999,482.782571098958,94.83477132968738
2243,9360-OMDZZ,0.21356450870512508,94.1,2258.3999999999996,482.3140864596544,94.6942259378963
2244,1035-IPQPU,0.1939530188849066,103.5,2484.0,481.77929891010797,94.53378967303237
2245,3234-VKACU,0.28543715246579887,70.3,1687.1999999999998,481.5895636402958,94.47686909208875
2246,0616-ATFGB,0.800570408572532,25.05,601.2,481.3029296338063,94.39087889014189
2247,9402-CXWPL,0.20241428550591517,98.9,2373.6000000000004,480.45054807684033,94.13516442305209
2248,4257-GAESD,0.4437598930684524,45.0,1080.0,479.2606845139286,93.77820535417857
2249,9696-RMYBA,0.24926889434509966,80.1,1922.3999999999999,479.19452248901956,93.75835674670586
2250,6967-QIQRV,0.19593736189443828,101.9,2445.6000000000004,479.1844122490383,93.75532367471149
2251,8919-FYFQZ,0.6570215529831034,30.35,728.4000000000001,478.5744991928926,93.57234975786776
2252,5922-ABDVO,0.2222494728647538,89.65,2151.6000000000004,478.19196581580434,93.45758974474128
2253,1685-BQULA,0.21331740189311157,93.4,2241.6000000000004,478.17228808359897,93.45168642507969
2254,6317-YPKDH,0.6639755557416444,29.95,718.8,477.2656294670939,93.17968884012816
2255,1142-WACZW,0.664564576594908,29.85,716.4000000000001,476.09406267259214,92.82821880177764
2256,7245-JMTTQ,0.17735850757992258,111.5,2676.0,474.6113662838728,92.38340988516185
2257,6480-YAGIY,0.17620380988941609,112.2,2692.8,474.48161927021965,92.34448578106588
2258,0674-EYYZV,0.3613955895776693,54.65,1311.6,474.006455290071,92.2019365870213
2259,8058-DMYRU,0.21920352203876922,90.05,2161.2,473.742651830188,92.12279554905638
2260,7932-WPTDS,0.7956163671769014,24.8,595.2,473.55086174369177,92.06525852310753
2261,5046-NUHWD,0.43833489383464724,45.0,1080.0,473.401685341419,92.02050560242569
2262,6235-VDHOM,0.693127974878234,28.45,682.8,473.26778124685814,91.98033437405743
2263,8263-JQAIK,0.8064539775443279,24.45,586.8,473.2271940230116,91.96815820690347
2264,5899-OUVKV,0.20850621452984117,94.5,2268.0,472.8920945536798,91.86762836610393
2265,4525-VZCZG,0.1860148822828082,105.85,2540.3999999999996,472.5522069512459,91.76566208537378
2266,8250-ZNGGW,0.3286403799959209,59.9,1437.6,472.45341028213585,91.73602308464075
2267,4537-DKTAL,0.4319303792552195,45.55,1093.1999999999998,472.18629060180587,91.65588718054175
2268,5480-HPRRX,0.7774566050849474,25.3,607.2,472.0716506075801,91.62149518227403
2269,5153-RTHKF,0.23039231450410144,85.35,2048.3999999999996,471.9356170302013,91.58068510906037
2270,2750-BJLSB,0.18958503317899714,103.7,2488.8,471.8392305758881,91.55176917276643
2271,4937-QPZPO,0.1967720666166597,99.9,2397.6000000000004,471.78070692010334,91.534212076031
2272,8565-HBFNN,0.18333737769087205,107.2,2572.8,471.69040532307565,91.5071215969227
2273,4592-IWTJI,0.6616988426877791,29.7,712.8,471.6589350678489,91.49768052035466
2274,0661-XEYAN,0.7614525458217748,25.8,619.2,471.491416372843,91.44742491185289
2275,9799-CAYJJ,0.2832748469977628,69.3,1663.1999999999998,471.142725526679,91.3428176580037
2276,5371-VYLSX,0.23521018426891477,83.4,2001.6000000000001,470.7967048326598,91.23901144979794
2277,4482-EWFMI,0.28130362838866757,69.7,1672.8000000000002,470.56470956856316,91.16941287056895
2278,0491-KAPQG,0.26567165192860653,73.7,1768.8000000000002,469.9200179313193,90.97600537939579
2279,9323-HGFWY,0.19205788759986764,101.9,2445.6000000000004,469.69676991423637,90.9090309742709
2280,2672-DZUOY,0.7781532494986475,25.15,603.5999999999999,469.69330139738355,90.90799041921505
2281,0786-IVLAW,0.18097066340421064,108.1,2594.3999999999996,469.510289135884,90.8530867407652
2282,7394-LWLYN,0.2787285264569307,70.15,1683.6000000000001,469.2673471428885,90.78020414286655
2283,2378-HTWFW,0.21475276791158,91.0,2184.0,469.0200451188907,90.70601353566721
2284,7530-HDYDS,0.23190240198343853,84.25,2022.0,468.9066568105127,90.6719970431538
2285,5482-VXSXJ,0.20961385899385707,93.2,2236.8,468.8642797974595,90.65928393923784
2286,9278-VZKCD,0.17881436200619066,109.1,2618.3999999999996,468.2075254770096,90.46225764310287
2287,1496-GGSUK,0.7585687282450531,25.7,616.8,467.88519158154867,90.3655574744646
2288,0257-ZESQC,0.25921821112387117,75.2,1804.8000000000002,467.83702743636275,90.3511082309088
2289,0096-BXERS,0.38703818403026957,50.35,1208.4,467.6969415821778,90.30908247465334
2290,5312-UXESG,0.19829395013077378,98.05,2353.2,466.62532344773683,89.98759703432106
2291,7321-VGNKU,0.27588136329548407,70.35,1688.3999999999999,465.7980937880953,89.73942813642859
2292,3717-OEAUQ,0.27438774558483414,70.7,1696.8000000000002,465.58112670834663,89.674338012504
2293,9530-EHPOH,0.3607491371067801,53.75,1290.0,465.3663868677463,89.60991606032388
2294,1091-SOZGA,0.19427373533066616,99.8,2395.2,465.32445086401157,89.59733525920348
2295,2266-SJNAT,0.17738128661225233,109.15,2619.6000000000004,464.6680184094563,89.40040552283688
2296,4828-FAZPK,0.24207024479101635,79.95,1918.8000000000002,464.48438570500224,89.34531571150066
2297,6198-PNNSZ,0.1760732579737081,109.8,2635.2,463.98824941231555,89.19647482369467
2298,3312-ZWLGF,0.2437594814291284,79.3,1903.1999999999998,463.9230450559171,89.17691351677513
2299,9526-BIHHD,0.6501909523465922,29.7,712.8,463.4561108326509,89.03683324979525
2300,7951-VRDVK,0.22486217123245997,85.85,2060.3999999999996,463.30601760736045,88.99180528220813
2301,5202-IVJNU,0.6411934592545021,30.1,722.4000000000001,463.1981549654524,88.9594464896357
2302,6647-ZEDXT,0.17459459339218297,110.45,2650.8,462.81534816399864,88.84460444919958
2303,4869-EPIUS,0.23835999188125934,80.9,1941.6000000000001,462.7997602366532,88.83992807099594
2304,2916-BQZLN,0.22745329949360144,84.75,2034.0,462.6400111699853,88.7920033509956
2305,0612-RTZZA,0.7631409959499962,25.25,606.0,462.4634435456977,88.73903306370931
2306,4361-JEIVL,0.433157016119215,44.4,1065.6,461.57211637663545,88.47163491299062
2307,3194-ORPIK,0.2278456504239735,84.4,2025.6000000000001,461.52414949880074,88.4572448496402
2308,6582-OIVSP,0.4243355262191553,45.3,1087.1999999999998,461.33758410546557,88.40127523163966
2309,5175-WLYXL,0.24369245109111476,78.85,1892.3999999999999,461.16359444482555,88.34907833344766
2310,1319-YLZJG,0.22690842273527823,84.6,2030.3999999999999,460.7148615217089,88.21445845651266
2311,9688-YGXVR,0.217479816892345,88.15,2115.6000000000004,460.10030061744516,88.03009018523355
2312,1550-EENBN,0.18335829464570802,104.35,2504.3999999999996,459.2025131107111,87.76075393321332
2313,4097-YODCF,0.18419831700029224,103.8,2491.2,458.874847311128,87.66245419333839
2314,9334-GWGOW,0.25528316889002434,74.85,1796.3999999999999,458.59068459403966,87.57720537821189
2315,4868-AADLV,0.16426905644433967,116.25,2790.0,458.31066747970766,87.4932002439123
2316,2074-GUHPQ,0.20578921621741025,92.7,2224.8,457.83984824049435,87.3519544721483
2317,2507-QZPQS,0.1991001036656066,95.7,2296.8,457.29311809916527,87.18793542974959
2318,5261-QSHQM,0.7792002114873112,24.45,586.8,457.2346841007542,87.17040523022624
2319,4526-ZJJTM,0.2154738107458325,88.4,2121.6000000000004,457.1492368783583,87.14477106350748
2320,7242-QZLXF,0.7514041278634254,25.3,607.2,456.2525864386719,86.87577593160157
2321,9099-FTUHS,0.3491533128189049,54.4,1305.6,455.8545652163622,86.75636956490865
2322,6032-IGALN,0.755946280698973,25.1,602.4000000000001,455.38203949306137,86.61461184791841
2323,3761-FLYZI,0.17436900669813798,108.8,2611.2,455.31235029017785,86.59370508705334
2324,0641-EVBOJ,0.23045169879283858,82.3,1975.1999999999998,455.18819545561473,86.55645863668443
2325,1307-ATKGB,0.21162427019738633,89.55,2149.2,454.8228815082227,86.4468644524668
2326,1216-JWVUX,0.2508683272731158,75.5,1812.0,454.57340901888585,86.37202270566576
2327,4476-OSWTN,0.17092226658676862,110.55,2653.2,453.4909577080145,86.04728731240434
2328,7356-IWLFW,0.23611705573447486,80.0,1920.0,453.3447470101917,86.00342410305751
2329,8819-ZBYNA,0.17309207705309526,109.1,2618.3999999999996,453.22429455582454,85.96728836674737
2330,6797-UCJHZ,0.18008404782603032,104.6,2510.3999999999996,452.08299366246644,85.62489809873992
2331,0178-SZBHO,0.2159944000570026,87.2,2092.8,452.0330804392951,85.60992413178852
2332,9717-QEBGU,0.26775744765469495,70.3,1687.1999999999998,451.7603656830013,85.52810970490037
2333,9927-DSWDF,0.17985021709703433,104.6,2510.3999999999996,451.4959850003949,85.44879550011848
2334,2799-ARNLO,0.2710760350363313,69.35,1664.3999999999999,451.1789527144698,85.35368581434093
2335,9620-ENEJV,0.2664175540575517,70.55,1693.1999999999998,451.09820253024645,85.32946075907392
2336,2227-JRSJX,0.1894814307665529,99.15,2379.6000000000004,450.89001265208935,85.2670037956268
2337,7550-WIQVA,0.1735286106095219,108.25,2598.0,450.8273303635379,85.24819910906137
2338,9244-ZVAPM,0.411800449992353,45.6,1094.4,450.6744124716312,85.20232374148935
2339,2325-WINES,0.17977978442405226,104.05,2497.2,448.94607766374327,84.68382329912296
2340,4291-SHSBH,0.268408803249354,69.55,1669.1999999999998,448.0279743838217,84.4083923151465
2341,1194-HVAIF,0.19624408779009433,95.0,2280.0,447.4365201614151,84.23095604842453
2342,1322-AGOQM,0.6151451632565951,30.3,727.2,447.33356272019597,84.20006881605877
2343,3956-MGXOG,0.23074370722298543,80.6,1934.3999999999999,446.350627252143,83.9051881756429
2344,5022-KVDQT,0.2286451807856035,81.3,1951.1999999999998,446.1324767488695,83.83974302466086
2345,5074-FBGHB,0.17745933783419027,104.65,2511.6000000000004,445.70687290435234,83.7120618713057
2346,1324-NLTJE,0.33649630852032975,55.0,1320.0,444.17512724683525,83.25253817405056
2347,4374-YMUSQ,0.15897932767371042,116.25,2790.0,443.55232420965206,83.06569726289561
2348,0956-ACVZC,0.19618407577435565,94.1,2258.3999999999996,443.0621167288047,82.9186350186414
2349,7929-DMBCV,0.22789268501303997,81.0,1944.0,443.0233796653497,82.90701389960489
2350,9470-XCCEM,0.20583801447834835,89.65,2151.6000000000004,442.8810719516144,82.8643215854843
2351,1754-GKYPY,0.20546062221018718,89.75,2154.0,442.5621802407432,82.76865407222294
2352,2696-NARTR,0.24938046424589588,73.85,1772.3999999999999,442.0019348294258,82.60058044882774
2353,7586-ZATGZ,0.21679275807238682,84.9,2037.6000000000001,441.7369238482954,82.52107715448861
2354,4587-NUKOX,0.2325177132399102,79.1,1898.3999999999999,441.41162681464544,82.42348804439362
2355,3285-UCQVC,0.6423906025252006,28.6,686.4000000000001,440.9369095732978,82.28107287198932
2356,1956-YIFGE,0.1835487993666797,100.05,2401.2,440.7373770392713,82.22121311178137
2357,4647-MUZON,0.19134676112142662,95.95,2302.8,440.63332151042124,82.18999645312635
2358,0196-JTUQI,0.24361563822796523,75.2,1804.8000000000002,439.6775038738317,81.9032511621495
2359,5167-GBFRE,0.7258250051553949,25.2,604.8,438.9789631179828,81.69368893539485
2360,7251-LJBQN,0.1755993570605922,103.75,2490.0,437.2423990808746,81.17271972426238
2361,3995-WFCSM,0.29920015122701227,60.85,1460.4,436.95190085192877,81.08557025557863
2362,5183-SNMJQ,0.19144297353711642,95.1,2282.3999999999996,436.94944280111446,81.08483284033434
2363,2798-NYLMZ,0.16766277857104422,108.55,2605.2,436.7950707332844,81.03852121998531
2364,7133-VBDCG,0.22779347833358896,79.85,1916.3999999999999,436.5434218784898,80.96302656354695
2365,6988-CJEYV,0.18428733844169795,98.7,2368.8,436.53984730069413,80.96195419020825
2366,1730-ZMAME,0.22846703660661066,79.5,1908.0,435.91510584541317,80.77453175362393
2367,3797-VTIDR,0.7744032761046261,23.45,562.8,435.8341637916835,80.75024913750505
2368,8008-ESFLK,0.16424391841965477,110.5,2652.0,435.57487164892444,80.67246149467732
2369,5469-CTCWN,0.17102469842926632,106.0,2544.0,435.08683280405353,80.52604984121606
2370,5193-QLVZB,0.17265165101286106,104.75,2514.0,434.04625064633274,80.21387519389981
2371,4367-NHWMM,0.7261777808990877,24.9,597.5999999999999,433.96384186529474,80.18915255958842
2372,8901-HJXTF,0.6191082206125353,29.2,700.8,433.8710410052647,80.16131230157941
2373,2675-OTVVJ,0.20203651302914247,89.45,2146.8,433.73198617096307,80.11959585128892
2374,5802-ADBRC,0.17308723117931674,104.4,2505.6000000000004,433.68736644289606,80.10620993286881
2375,3207-OYBWH,0.18948650104366815,95.25,2286.0,433.1661413858254,79.94984241574761
2376,5574-NXZIU,0.16524477301558632,109.2,2620.8,433.07350111924865,79.9220503357746
2377,9776-OJUZI,0.18900264535459307,95.45,2290.8,432.96725997830185,79.89017799349054
2378,2722-VOJQL,0.1706828718726093,105.65,2535.6000000000004,432.78348992018823,79.83504697605647
2379,7789-HKSBS,0.17138889415438735,105.2,2524.8,432.7226799609972,79.81680398829914
2380,0958-YHXGP,0.25766665230449054,69.9,1677.6000000000001,432.2615759060134,79.678472771804
2381,3022-BEXHZ,0.16179146969401506,111.2,2668.8,431.7890743193874,79.53672229581622
2382,8751-EDEKA,0.19996864351999494,89.9,2157.6000000000004,431.45234525874116,79.43570357762235
2383,5149-TGWDZ,0.17188008025695717,104.55,2509.2,431.2814973807569,79.38444921422706
2384,2592-SEIFQ,0.7247404027274948,24.75,594.0,430.4957992201319,79.14873976603957
2385,4480-MBMLB,0.17089992600278597,104.8,2515.2,429.84749388220723,78.95424816466218
2386,4186-ZBUEW,0.25294661007858027,70.7,1696.8000000000002,429.199807981335,78.7599423944005
2387,2235-DWLJU,0.4025446659807514,44.4,1065.6,428.9515960690886,78.68547882072659
2388,6719-OXYBR,0.20948161493956013,85.3,2047.1999999999998,428.85076210426746,78.65522863128024
2389,3518-PZXZQ,0.32281543713154603,55.3,1327.1999999999998,428.44064816098785,78.53219444829634
2390,5482-PLVPE,0.7330070353457125,24.35,584.4000000000001,428.3693114560345,78.51079343681033
2391,2811-POVEX,0.20157658667956388,88.45,2122.8,427.9067782033782,78.37203346101347
2392,6834-NXDCA,0.7459171248104357,23.9,573.5999999999999,427.85806279126587,78.35741883737975
2393,5119-KEPFY,0.18756877724847673,95.0,2280.0,427.656812126527,78.2970436379581
2394,4220-TINQT,0.167513046388859,106.35,2552.3999999999996,427.56029960292364,78.26808988087708
2395,1260-TTRXI,0.32717214725963456,54.3,1303.1999999999998,426.3707423087557,77.91122269262671
2396,7272-QDCKA,0.17716808750813584,100.2,2404.8,426.0538168395651,77.81614505186953
2397,8993-PHFWD,0.701821869577369,25.25,606.0,425.3040529638856,77.59121588916568
2398,7339-POGZN,0.3495219282185561,50.7,1216.8000000000002,425.2982822563391,77.58948467690173
2399,9919-YLNNG,0.1706204723175118,103.8,2491.2,425.04972063738535,77.5149161912156
2400,1024-GUALD,0.7137801696284426,24.8,595.2,424.84195696284905,77.45258708885471
2401,2739-CACDQ,0.21417670905825298,82.65,1983.6000000000001,424.8409200879506,77.45227602638518
2402,3055-OYMSE,0.2393458234239127,73.8,1771.1999999999998,423.9293224484341,77.17879673453022
2403,4840-ORQXB,0.16860359149695242,104.75,2514.0,423.8694290233384,77.16082870700151
2404,7734-DBOAI,0.4404176234161996,40.1,962.4000000000001,423.85792077575053,77.15737623272516
2405,4191-XOVOM,0.1674373597834236,105.4,2529.6000000000004,423.5495453081484,77.06486359244452
2406,2694-CIUMO,0.22162538553099723,79.55,1909.1999999999998,423.1271860557799,76.93815581673395
2407,9402-ROUMJ,0.17581620595472452,100.25,2406.0,423.0137915270672,76.90413745812016
2408,9909-IDLEK,0.18175963465398304,96.8,2323.2,422.2639832281334,76.67919496844002
2409,9154-QDGTH,0.16840415704199385,104.3,2503.2,421.549285907519,76.4647857722557
2410,3541-ZNUHK,0.2062637753147385,85.1,2042.3999999999999,421.2731347028219,76.38194041084657
2411,3627-FCRDW,0.24681944181758833,71.0,1704.0,420.5803288571705,76.17409865715115
2412,4851-BQDNX,0.20553683488491847,85.05,2041.1999999999998,419.54178736709554,75.86253621012865
2413,0442-ZXKVS,0.15107773303000296,115.6,2774.3999999999996,419.15006251844017,75.74501875553204
2414,8091-TTVAX,0.1739695862421142,100.35,2408.3999999999996,418.98835150550775,75.69650545165231
2415,9389-ACWBI,0.24948110768285875,69.95,1678.8000000000002,418.82888357798333,75.648665073395
2416,2105-PHWON,0.18356109424655392,95.0,2280.0,418.51929488214296,75.55578846464289
2417,3223-DWFIO,0.2514524252355995,69.35,1664.3999999999999,418.5174165621318,75.55522496863954
2418,2077-MPJQO,0.23123537386183973,75.4,1809.6000000000001,418.4435325403852,75.53305976211556
2419,0365-TRTPY,0.19072041629547237,91.2,2188.8,417.44884718752996,75.23465415625898
2420,5035-BVCXS,0.22910110683961768,75.9,1821.6000000000001,417.3305762190476,75.19917286571427
2421,2103-ZRXFN,0.342290286301519,50.75,1218.0,416.9095687152501,75.07287061457502
2422,0248-IPDFW,0.34656622367337614,50.1,1202.4,416.7112273448675,75.01336820346025
2423,3154-CFSZG,0.19255110948264895,90.05,2161.2,416.14145781390084,74.84243734417025
2424,4640-UHDOS,0.30962010536830864,55.95,1342.8000000000002,415.7578774885649,74.72736324656945
2425,9506-UXUSK,0.24687795809316432,70.15,1683.6000000000001,415.64373024565145,74.69311907369543
2426,9356-AXGMP,0.15640914233079323,110.7,2656.8,415.5478093444515,74.66434280333544
2427,9907-SWKKF,0.689909953830085,25.05,601.2,414.77386424264716,74.43215927279414
2428,0089-IIQKO,0.1727829206790426,99.95,2398.8,414.47167012488745,74.34150103746623
2429,6633-SYEUS,0.20733135088730373,83.2,1996.8000000000002,413.9992414517681,74.19977243553043
2430,5650-VDUDS,0.7106219524325416,24.25,582.0,413.5819763157392,74.07459289472176
2431,0570-BFQHT,0.21378662931736514,80.55,1933.1999999999998,413.29231179633024,73.98769353889907
2432,2040-VZIKE,0.17064617906224505,100.85,2420.3999999999996,413.03201180225784,73.90960354067735
2433,6075-SLNIL,0.1809472264363228,95.1,2282.3999999999996,412.9939496182631,73.89818488547893
2434,0670-ANMUU,0.1762204443866336,97.65,2343.6000000000004,412.9902334645146,73.89707003935436
2435,2748-MYRVK,0.1722488855211138,99.9,2397.6000000000004,412.9839279254225,73.89517837762675
2436,6366-ZGQGL,0.6932577771919787,24.8,595.2,412.62702898466574,73.78810869539971
2437,4176-FXYBO,0.15690767304890169,109.55,2629.2,412.54165398017227,73.76249619405168
2438,5174-ITUMV,0.1629824838021855,105.4,2529.6000000000004,412.28049102600846,73.68414730780253
2439,4789-KWMXN,0.15476549359007447,110.85,2660.3999999999996,411.73811914703407,73.52143574411022
2440,5522-NYKPB,0.19963807265183484,85.9,2061.6000000000004,411.57385057902275,73.47215517370682
2441,4853-RULSV,0.16473458008333627,104.0,2496.0,411.17751188800736,73.3532535664022
2442,9136-ALYBR,0.7001252579403118,24.45,586.8,410.8335013593749,73.25005040781247
2443,0187-WZNAB,0.23003186714115137,74.4,1785.6000000000001,410.7449019672399,73.22347059017197
2444,4832-VRBMR,0.16587035749999215,103.15,2475.6000000000004,410.62865702698065,73.18859710809419
2445,4778-IZARL,0.15530835889488098,110.1,2642.3999999999996,410.38680754383347,73.11604226315004
2446,8189-HBVRW,0.18825959130696937,90.8,2179.2,410.2553013761476,73.07659041284427
2447,5071-FBJFS,0.33977058346137073,50.3,1207.1999999999998,410.17104835456666,73.05131450636999
2448,0237-YFUTL,0.15580092943992757,109.65,2631.6000000000004,410.00572591411344,73.00171777423402
2449,6728-VOIFY,0.17782076544346306,96.0,2304.0,409.6990435817389,72.90971307452168
2450,3018-TFTSU,0.20884268032203285,81.7,1960.8000000000002,409.49872757544205,72.84961827263261
2451,6907-FLBER,0.3141585196441431,54.3,1303.1999999999998,409.4113828002472,72.82341484007416
2452,6559-RAKOZ,0.17414253361971166,97.95,2350.8,409.3742680332182,72.81228040996545
2453,9494-MRNYX,0.22717155460354724,75.05,1801.1999999999998,409.18140415190925,72.75442124557277
2454,7426-RHZGU,0.17770876909650785,95.9,2301.6000000000004,409.01450295252255,72.70435088575675
2455,9398-MMQTO,0.22866989683606773,74.45,1786.8000000000002,408.58737166668584,72.57621150000574
2456,7587-AOVVU,0.1689365585173734,100.75,2418.0,408.4885984950089,72.54657954850266
2457,8979-CAMGB,0.1666215643874152,102.1,2450.3999999999996,408.28948137492216,72.48684441247664
